iter	Logloss
150	0.02362953704
151	0.02355944174
152	0.02349536284
153	0.02345171224
154	0.02341309048
155	0.02335514374
156	0.02328413001
157	0.02321372731
158	0.02316418323
159	0.02312307901
160	0.02311014576
161	0.02306088422
162	0.02303372778
163	0.02295752069
164	0.02292496725
165	0.02284625369
166	0.02277928716
167	0.022721217
168	0.0226891562
169	0.02263642047
170	0.02260321506
171	0.02252363987
172	0.02245693293
173	0.02238968002
174	0.02236523254
175	0.02233224273
176	0.02227860657
177	0.02220408823
178	0.02216419707
179	0.02212442607
180	0.02206759723
181	0.02200827172
182	0.02197368774
183	0.02191138775
184	0.02185326509
185	0.0218215969
186	0.02177619077
187	0.02172273456
188	0.02166971196
189	0.02162780036
190	0.02158491039
191	0.02150695897
192	0.02146741464
193	0.02142855019
194	0.02136790502
195	0.0213193795
196	0.02127162825
197	0.02121777306
198	0.0211892064
199	0.02115568292
200	0.02108330966
201	0.02105857831
202	0.0209963361
203	0.02094498334
204	0.02091238596
205	0.02084902124
206	0.0207652093
207	0.02071508886
208	0.02066973312
209	0.02062584245
210	0.02056973387
211	0.02055073886
212	0.02051509269
213	0.02046202887
214	0.02041519827
215	0.02036383812
216	0.02030534572
217	0.02024840717
218	0.02020099087
219	0.02015321658
220	0.02010566535
221	0.02007197546
222	0.02001303257
223	0.01995056203
224	0.01989257155
225	0.01984116882
226	0.01978662326
227	0.01973902384
228	0.01968171422
229	0.01963743272
230	0.01958046314
231	0.0195385839
232	0.0194999728
233	0.01947351772
234	0.01941797885
235	0.01934931077
236	0.01928573809
237	0.0192418039
238	0.01920320614
239	0.01916758741
240	0.019145508
241	0.01913071379
242	0.01909277619
243	0.01905797
244	0.01900952657
245	0.01898041216
246	0.01896197787
247	0.01893222358
248	0.01890177215
249	0.0188485729
250	0.01880051313
251	0.01876986843
252	0.01873701505
253	0.01870690668
254	0.01866413665
255	0.01862016536
256	0.01856996419
257	0.01854448719
258	0.01850675477
259	0.01844975939
260	0.01840150309
261	0.01836071414
262	0.0183051645
263	0.01824251624
264	0.01820665612
265	0.01816379763
266	0.01811720028
267	0.01808927337
268	0.01801778619
269	0.01796964834
270	0.017935073
271	0.01789447658
272	0.01785167222
273	0.01782079971
274	0.01779296979
275	0.01775077095
276	0.01771740226
277	0.01768954739
278	0.01764941787
279	0.0176033723
280	0.01756823086
281	0.01753491564
282	0.017503751
283	0.01745928292
284	0.01744027977
285	0.01741894134
286	0.01740377457
287	0.01735753426
288	0.01732441143
289	0.01728313469
290	0.0172609085
291	0.0172175995
292	0.01715775511
293	0.01710486946
294	0.01708334361
295	0.01701794935
296	0.01699675258
297	0.01696137405
298	0.01693785713
299	0.01690028564
300	0.01685578057
301	0.01682339059
302	0.01678262332
303	0.01672623739
304	0.01670105603
305	0.01667453237
306	0.01665085987
307	0.01661156557
308	0.01658912227
309	0.0165635543
310	0.0165352133
311	0.01648639187
312	0.01646202933
313	0.016432971
314	0.01640158618
315	0.01636337438
316	0.01633337442
317	0.01631156297
318	0.01628512721
319	0.01626068082
320	0.0162264694
321	0.01620058127
322	0.01617348939
323	0.01615269341
324	0.01612392344
325	0.0161001968
326	0.01606851918
327	0.01604054545
328	0.01600053301
329	0.0159660455
330	0.0159375418
331	0.01590754108
332	0.01588100771
333	0.01583673075
334	0.0157889549
335	0.01576570328
336	0.01574170626
337	0.01571483519
338	0.01569611659
339	0.01567800542
340	0.01564868053
341	0.01561207803
342	0.01558037961
343	0.01554556909
344	0.01550268452
345	0.01547979819
346	0.01543887835
347	0.015420467
348	0.01539820227
349	0.01536895334
350	0.01534993149
351	0.01532961922
352	0.01529368957
353	0.01527048804
354	0.0152265959
355	0.01521237169
356	0.01518018936
357	0.01515888031
358	0.01512142229
359	0.01510848124
360	0.01505389395
361	0.01502336913
362	0.01497582327
363	0.01493987883
364	0.01490828998
365	0.01487591481
366	0.0148563339
367	0.01482204799
368	0.01479929722
369	0.01478205087
370	0.01474915654
371	0.01469790375
372	0.01466802711
373	0.01464719623
374	0.01462370272
375	0.01461015931
376	0.01457719952
377	0.01454929157
378	0.01452520369
379	0.01449387925
380	0.01447162327
381	0.01445219866
382	0.01442191501
383	0.01438403071
384	0.01435913791
385	0.01433893915
386	0.01430810794
387	0.01429271892
388	0.01427326837
389	0.01423904733
390	0.01421722329
391	0.01419412163
392	0.01415761492
393	0.01412958222
394	0.01410698861
395	0.01407917263
396	0.01406245384
397	0.01404634001
398	0.01402407375
399	0.01399654675
400	0.01396635999
401	0.01394268063
402	0.0139100236
403	0.01389311949
404	0.01387505202
405	0.01385642455
406	0.01383625867
407	0.01380931303
408	0.01379180189
409	0.01377945692
410	0.0137540858
411	0.01373009681
412	0.01369282899
413	0.01366708003
414	0.01363281798
415	0.01361492607
416	0.01357920784
417	0.0135569917
418	0.01353852918
419	0.013508764
420	0.0134745856
421	0.01345094782
422	0.01343505815
423	0.01341682023
424	0.01339261932
425	0.01335649356
426	0.01332208096
427	0.01328994105
428	0.01326592416
429	0.01323640538
430	0.01320689088
431	0.01318573651
432	0.01316126006
433	0.01312434761
434	0.01309878409
435	0.01307671312
436	0.01305509281
437	0.01302763481
438	0.01301088432
439	0.01299070074
440	0.01297889506
441	0.01295561495
442	0.0129301992
443	0.01291552783
444	0.0128835275
445	0.01285629053
446	0.01282392132
447	0.01279407628
448	0.01276203874
449	0.01274032084
450	0.01271814317
451	0.01268088578
452	0.01265769087
453	0.01263573614
454	0.01261825598
455	0.01258540835
456	0.01256713916
457	0.01252777663
458	0.01250399944
459	0.01248713008
460	0.01246282136
461	0.01245037744
462	0.01242968988
463	0.01240808837
464	0.01238895753
465	0.01236395993
466	0.01233931468
467	0.01232202391
468	0.01230328101
469	0.0122825787
470	0.01226674481
471	0.01224596855
472	0.01221829855
473	0.01220439299
474	0.01217406714
475	0.01215424946
476	0.01213601023
477	0.01211721856
478	0.01210544432
479	0.01208909089
480	0.0120557642
481	0.01203388897
482	0.01201344419
483	0.01199924217
484	0.01197782476
485	0.01195279677
486	0.01193722043
487	0.01190932475
488	0.01187352854
489	0.01185684536
490	0.01183181778
491	0.01181024448
492	0.01178908082
493	0.0117768834
494	0.01175589186
495	0.01173221076
496	0.01171318654
497	0.01168639112
498	0.0116748024
499	0.01165370606
500	0.01163453824
501	0.01161253141
502	0.01159627458
503	0.01157882922
504	0.01155728734
505	0.01154090625
506	0.01152301516
507	0.01150294946
508	0.01149352941
509	0.01146858899
510	0.01145802222
511	0.01144960784
512	0.01143026102
513	0.01141320461
514	0.01138672016
515	0.01136649274
516	0.01134613599
517	0.01132513937
518	0.0112969183
519	0.0112782994
520	0.01126493655
521	0.01123814959
522	0.01122963395
523	0.01121098672
524	0.01119442198
525	0.01117483459
526	0.01114632776
527	0.0111298368
528	0.01110786818
529	0.01108993372
530	0.01105904792
531	0.01104833269
532	0.01103181597
533	0.01100990921
534	0.01098976955
535	0.01097726502
536	0.01095860157
537	0.01093415983
538	0.01091321345
539	0.01089330406
540	0.01087481378
541	0.01084434285
542	0.01082429522
543	0.01081173127
544	0.01078565688
545	0.01075520528
546	0.01072796192
547	0.01071482864
548	0.01070267057
549	0.01069433951
550	0.01067116658
551	0.01065420423
552	0.01063776117
553	0.01062198844
554	0.01060240402
555	0.01056945088
556	0.01054806882
557	0.01052475858
558	0.01051121079
559	0.01049764756
560	0.01048097827
561	0.0104690543
562	0.01045625986
563	0.01043599008
564	0.01040409316
565	0.01038701587
566	0.01036448952
567	0.01035010218
568	0.01033781273
569	0.01032710649
570	0.01031000949
571	0.01028750617
572	0.01026740248
573	0.01025306773
574	0.01023974483
575	0.01022680453
576	0.01020529773
577	0.01017967847
578	0.01015564097
579	0.01014504572
580	0.01012124538
581	0.01010928823
582	0.01010096313
583	0.01007449051
584	0.01004927031
585	0.01003036972
586	0.01002162985
587	0.009998846262
588	0.009982153307
589	0.009962758649
590	0.009944032485
591	0.009929101138
592	0.0099084577
593	0.009888282734
594	0.009869415475
595	0.00985457161
596	0.009839128189
597	0.009826099733
598	0.009807412405
599	0.009791224977
600	0.009780571507
601	0.009757745669
602	0.009741654721
603	0.009727218225
604	0.009714710494
605	0.009705176756
606	0.009684572819
607	0.009661917238
608	0.009653459481
609	0.009653454733
610	0.009653444953
611	0.00962997956
612	0.00960973144
613	0.009592649876
614	0.00957505865
615	0.00957505865
616	0.009557996309
617	0.009545868708
618	0.00952870811
619	0.009520356556
620	0.009503073011
621	0.009503059823
622	0.009492435032
623	0.009492430476
624	0.009478382993
625	0.009478376481
626	0.009478371093
627	0.009478369237
628	0.009458976956
629	0.00945894467
630	0.009452374571
631	0.009452360366
632	0.009434357657
633	0.00943432827
634	0.009434301505
635	0.009434271551
636	0.009434243439
637	0.009434216119
638	0.009434210784
639	0.009434208835
640	0.00943420451
641	0.00943420307
642	0.00943419578
643	0.009434192815
644	0.009434187644
645	0.009434185485
646	0.009434179456
647	0.009434176708
648	0.009434174338
649	0.00943416916
650	0.009434168579
651	0.009434161071
652	0.009434161342
653	0.009434157795
654	0.009434154368
655	0.009434153635
656	0.009434148557
657	0.009434145433
658	0.009434138935
659	0.009434135131
660	0.009434133131
661	0.009434122459
662	0.009434105012
663	0.009434094294
664	0.009434073116
665	0.009434063019
666	0.009434049283
667	0.009434035072
668	0.00943401849
669	0.00943400523
670	0.009433990266
671	0.009433985366
672	0.009433984831
673	0.009433980129
674	0.009433977858
675	0.009433963237
676	0.009433960312
677	0.009433941874
678	0.009433929096
679	0.009433925933
680	0.009433913141
681	0.009433905382
682	0.009433905805
683	0.009433901037
684	0.009433898408
685	0.009433898408
686	0.009433898408
687	0.009433898408
688	0.009433898408
689	0.009433898408
690	0.009433898408
691	0.009433894393
692	0.009433894393
693	0.009433894393
694	0.009433894393
695	0.009433894393
696	0.009433894393
697	0.009433894393
698	0.009433894393
699	0.009433894393
700	0.009433894393
701	0.009433894393
702	0.009433894393
703	0.009433894393
704	0.009433894393
705	0.009433894393
706	0.009433894393
707	0.009433894393
708	0.009433894393
709	0.009433894393
710	0.009433894393
711	0.009433894393
712	0.009433894393
713	0.009433894393
714	0.009433894393
715	0.009433894393
716	0.009433894393
717	0.009433894393
718	0.009433894393
719	0.009433894393
720	0.009408796187
721	0.009408762224
722	0.009408736172
723	0.009408706799
724	0.009408676996
725	0.009408677155
726	0.009408648746
727	0.009408639025
728	0.009408637011
729	0.009408635109
730	0.009408627555
731	0.009408625389
732	0.009408620733
733	0.009408620423
734	0.009408615985
735	0.00940861265
736	0.009408609533
737	0.00940860388
738	0.009408600611
739	0.009408598914
740	0.009408594694
741	0.009408589887
742	0.009408588038
743	0.009408583805
744	0.009408579427
745	0.009408577947
746	0.009408572929
747	0.009408568214
748	0.009408566959
749	0.009408561834
750	0.009408556446
751	0.009408554967
752	0.009408548521
753	0.009408546613
754	0.009408544605
755	0.009408537064
756	0.009408538266
757	0.009408505571
758	0.00940850641
759	0.009408476349
760	0.009394152429
761	0.009394144558
762	0.00939413736
763	0.009394129917
764	0.009394124159
765	0.009394116664
766	0.009394110483
767	0.009394096106
768	0.009394080792
769	0.009394070174
770	0.009394055157
771	0.009394042914
772	0.009394028016
773	0.009394020507
774	0.009394012167
775	0.009394005768
776	0.009394001337
777	0.009393991979
778	0.009393984061
779	0.009393979359
780	0.009393969322
781	0.00939396493
782	0.00939396007
783	0.009393959958
784	0.009393956537
785	0.009393948183
786	0.009393948705
787	0.009393944967
788	0.009393942161
789	0.0093939401
790	0.009393936191
791	0.009393877075
792	0.00939386423
793	0.009393852033
794	0.009393840259
795	0.009393826365
796	0.009393821762
797	0.009393818909
798	0.009393815805
799	0.009393801429
