model,accuracy,precision,recall,f1,auc
"LGBMClassifier(learning_rate=0.05, n_estimators=800, n_jobs=-1, num_leaves=64,
               random_state=42)",0.9944604475958343,0.9957877408734386,0.9945357833655706,0.9951613683650263,0.999863475469915
